filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,label
tizta_001.wav,0.2476494014263153,0.17054127156734467,1173.567698155239,1589.101381966027,1825.8222928357197,0.05085532362616099,-175.26768493652344,142.65390014648438,6.672290802001953,6.193192481994629,-24.468849182128906,-9.787237167358398,-20.809125900268555,-4.317102432250977,-23.036828994750977,-2.0104916095733643,-5.480192184448242,-0.8528571724891663,-6.093731880187988,tizita
tizta_003.wav,0.35935649275779724,0.11477208882570267,2371.3471119809687,2690.1496835546504,5756.256859368953,0.07701729694756192,-158.2012176513672,91.98001861572266,4.436619281768799,20.734344482421875,6.576199054718018,17.908369064331055,-8.750384330749512,17.428302764892578,-8.077110290527344,31.14459991455078,-11.995827674865723,20.36798095703125,-9.506892204284668,tizita
tizta_002.wav,0.3423251211643219,0.19167768955230713,1858.9579146885203,2292.546108224479,4072.6654171111327,0.07360129582040341,-114.80826568603516,112.55599212646484,19.8476505279541,31.020456314086914,1.3312054872512817,15.17680549621582,4.586580276489258,-4.689910888671875,-7.867849826812744,7.0380425453186035,-12.388120651245117,2.277709484100342,-12.189072608947754,tizita
tizta_004.wav,0.3570738136768341,0.16551090776920319,1876.5472464470402,2420.468746824608,4290.940719935178,0.06440286075367647,-111.47484588623047,115.57108306884766,18.4825439453125,23.166879653930664,5.669366836547852,15.316985130310059,2.3541018962860107,8.839875221252441,-11.220535278320312,2.585573434829712,-7.786808490753174,3.755514621734619,-5.750423431396484,tizita
tizta_005.wav,0.27958813309669495,0.18000608682632446,1835.1809726159731,2262.5498564050463,4105.033510757305,0.0694693456124226,-106.17536163330078,112.7503890991211,9.01671028137207,28.29487419128418,-2.695997953414917,16.569929122924805,-14.148990631103516,5.43980598449707,-16.55073356628418,2.7348458766937256,-13.582992553710938,8.162541389465332,-10.529911041259766,tizita
tizta_004.wav,0.5767004614002972,0.15954056097226266,1876.5755773258395,2420.525991052843,4290.913675528221,0.04004688563913783,-111.60453563257829,115.6367011278056,18.572317480501425,22.994162185074185,5.656812424266275,15.037331414997894,2.207063647037387,8.675653670746142,-11.403439594481213,2.605631784965837,-7.788115918701509,3.8364966657153996,-5.852120401653878,tizita
tizta_006.wav,0.35528087615966797,0.18555335700511932,2382.303021033132,2857.081275993807,5782.218462507301,0.08163005317854362,-92.77540588378906,88.27375030517578,38.196990966796875,36.47203063964844,6.5015950202941895,11.51795482635498,4.6236467361450195,7.904598712921143,-0.5578519701957703,12.053956985473633,-13.8904390335083,8.549116134643555,-6.38629674911499,tizita
tizta_004.wav,0.5767004614002972,0.15954056097226266,1876.5755773258395,2420.525991052843,4290.913675528221,0.04004688563913783,-111.60453563257829,115.6367011278056,18.572317480501425,22.994162185074185,5.656812424266275,15.037331414997894,2.207063647037387,8.675653670746142,-11.403439594481213,2.605631784965837,-7.788115918701509,3.8364966657153996,-5.852120401653878,tizita
tizta_007.wav,0.24152106046676636,0.10620126873254776,1516.6353040633294,1759.1160359437986,3004.773497212413,0.06387640891060371,-264.8445129394531,110.89984893798828,-8.052404403686523,45.174190521240234,0.4668046236038208,1.7610379457473755,-18.588054656982422,-7.726627349853516,-10.865899085998535,-17.594533920288086,-12.469820976257324,4.017888069152832,-7.976809024810791,tizita
tizta_004.wav,0.5767004614002972,0.15954056097226266,1876.5755773258395,2420.525991052843,4290.913675528221,0.04004688563913783,-111.60453563257829,115.6367011278056,18.572317480501425,22.994162185074185,5.656812424266275,15.037331414997894,2.207063647037387,8.675653670746142,-11.403439594481213,2.605631784965837,-7.788115918701509,3.8364966657153996,-5.852120401653878,tizita
tizta_008.wav,0.36939340829849243,0.11883417516946793,3188.0680297005633,2901.668620882126,6833.892009723298,0.14102106714396284,-89.27996063232422,60.04503631591797,11.12100601196289,33.925819396972656,1.0663517713546753,12.071914672851562,-0.8742449879646301,10.102302551269531,-9.897347450256348,13.749348640441895,-7.081418991088867,3.727551221847534,-3.408226490020752,tizita
tizta_004.wav,0.5767004614002972,0.15954056097226266,1876.5755773258395,2420.525991052843,4290.913675528221,0.04004688563913783,-111.60453563257829,115.6367011278056,18.572317480501425,22.994162185074185,5.656812424266275,15.037331414997894,2.207063647037387,8.675653670746142,-11.403439594481213,2.605631784965837,-7.788115918701509,3.8364966657153996,-5.852120401653878,tizita
tizta_010.wav,0.31522345542907715,0.1735611855983734,2341.8163916527706,2456.4317085245752,5051.086123439919,0.10854356133900929,-73.54893493652344,95.06256103515625,1.8309005498886108,26.493928909301758,-5.5911383628845215,10.982558250427246,-4.16334867477417,13.34628677368164,-1.1174585819244385,7.981561183929443,-0.5266730189323425,8.989712715148926,-3.6061489582061768,tizita
tizta_004.wav,0.5767004614002972,0.15954056097226266,1876.5755773258395,2420.525991052843,4290.913675528221,0.04004688563913783,-111.60453563257829,115.6367011278056,18.572317480501425,22.994162185074185,5.656812424266275,15.037331414997894,2.207063647037387,8.675653670746142,-11.403439594481213,2.605631784965837,-7.788115918701509,3.8364966657153996,-5.852120401653878,tizita
